0_x,0_y,0_x,0_y
2793.2067081255,2568.,2793.206737451,9235.
2793.2395397944,2576.,2793.239685945,9243.
2793.2735347075,2584.,2793.2736789507,9253.
2793.3066427035,2592.,2793.3066944403,9263.
2793.3395768923,2600.,2793.3416175169,9271.
2793.372593574,2608.,2793.3727084917,9280.
2793.4056045336,2616.,2793.4057554525,9291.
2793.4385644716,2624.,2793.4387027544,9297.
2793.4729081911,2632.,2793.4730614943,9299.
2793.5045887751,2640.,2793.5047096533,9306.
2793.5375711245,2648.,2793.5377053541,9311.
2793.5716110987,2656.,2793.5717591566,9319.
2793.6046623510,2664.,2793.6047243399,9323.
2793.638559751,2672.,2793.6386956495,9332.
2793.6715878767,2680.,2793.6716989798,9339.
2793.7070473951,2688.,2793.7071964068,9347.
2793.7385739607,2696.,2793.7387198729,9352.
2793.7718097490,2704.,2793.7718352598,9358.
2793.8046149534,2712.,2793.8047544283,9368.
2793.8375517649,2720.,2793.8376707358,9381.
2793.8716377539,2728.,2793.8717116636,9386.
2793.9046437067,2736.,2793.9046968741,9397.
2793.9408895296,2744.,2793.9410404486,9406.
2793.9715654177,2752.,2793.9716893953,9413.
2794.0045658869,2760.,2794.0047079844,9419.
2794.0385484022,2768.,2794.0386857313,9428.
2794.0716203970,2776.,2794.0717124266,9439.
2794.1055604738,2784.,2794.1057085318,9448.
2794.1385688109,2792.,2794.1387078089,9455.
2794.1748778147,2800.,2794.1750058455,9463.
2794.2055894655,2808.,2794.2057253641,9477.
2794.2385582251,2816.,2794.2386905474,9482.
2794.2725619597,2824.,2794.2726911825,9493.
2794.3055471701,2832.,2794.3056721014,9498.
2794.339539699,2840.,2794.3396796507,9507.
2794.3725742621,2848.,2794.3727182669,9514.
2794.4055802149,2856.,2794.4075574202,9517.
2794.4385415835,2864.,2794.4386796278,9527.
2794.4716049952,2872.,2794.4717561525,9534.
2794.5046738905,2880.,2794.5047330183,9541.
2794.5388309282,2888.,2794.5389160437,9547.
2794.5705663485,2896.,2794.5707485003,9555.
2794.6035796923,2904.,2794.6036967558,9566.
2794.6365505976,2912.,2794.6366676611,9576.
2794.6697933001,2920.,2794.6698054594,9583.
2794.7035724444,2928.,2794.7036945147,9595.
2794.7365915102,2936.,2794.7366997522,9605.
2794.7734803480,2944.,2794.7736794275,9615.
2794.8036436361,2952.,2794.8037082476,9619.
2794.8365401549,2960.,2794.8366884512,9626.
2794.8706247133,2968.,2794.8707839769,9637.
2794.9035379213,2976.,2794.903659038,9652.
2794.9365982336,2984.,2794.9367045683,9657.
2794.9696454329,2992.,2794.9697853846,9666.
2795.0025917811,3000.,2795.0027324480,9675.
2795.0355736536,3008.,2795.0357426924,9684.
2795.0686134619,3016.,2795.0687655729,9690.
2795.1015741152,3024.,2795.1017145437,9696.
2795.1370026392,3032.,2795.1372086329,9701.
2795.1675552649,3040.,2795.1677002234,9712.
2795.2007076067,3048.,2795.2007128519,9713.
2795.2346057219,3056.,2795.2347208780,9718.
2795.2675489706,3064.,2795.2676770014,9729.
2795.3015505594,3072.,2795.3016697687,9738.
2795.3345495981,3080.,2795.3346709532,9741.
2795.3709899706,3088.,2795.3711399359,9750.
2795.4016053003,3096.,2795.401726417,9760.
2795.4346331877,3104.,2795.4347631258,9768.
2795.4686934275,3112.,2795.4687029642,9772.
2795.5016168875,3120.,2795.5017508787,9780.
2795.5356034559,3128.,2795.5357093138,9790.
2795.5685765070,3136.,2795.56869667,9800.
2795.6049470228,3144.,2795.6050969881,9808.
2795.6355397028,3152.,2795.6356839460,9819.
2795.6686057371,3160.,2795.6687259001,9830.
2795.7026070875,3168.,2795.7027482313,9842.
2795.7356476111,3176.,2795.7357439322,9847.
2795.7696170134,3184.,2795.7697495741,9859.
2795.8025650305,3192.,2795.8027092737,9872.
2795.8389417452,3200.,2795.8391117376,9881.
2795.8696529192,3208.,2795.8696698469,9884.
2795.9026030821,3216.,2795.9027430338,9891.
2795.9365519804,3224.,2795.9367353243,9897.
2795.9695743841,3232.,2795.9697355551,9905.
2796.0025753302,3240.,2796.0027283949,9910.
2796.0355994028,3248.,2796.0356594843,9916.
2796.0688058657,3256.,2796.0688270849,9925.
2796.1015779299,3264.,2796.1017300409,9932.
2796.1345495505,3272.,2796.1347233576,9937.
2796.1677264494,3280.,2796.1677367014,9943.
2796.2031728548,3288.,2796.2032739443,9952.
2796.2346183581,3296.,2796.2347654623,9962.
2796.2676057142,3304.,2796.2677497191,9968.
2796.3016330523,3312.,2796.3017694277,9979.
2796.3346227926,3320.,2796.3347706122,9988.
2796.3686494154,3328.,2796.3687993807,9995.
2796.4016069693,3336.,2796.4017514509,9998.
2796.4370948595,3344.,2796.4371849817,10007.
2796.4688231272,3352.,2796.4688331408,10020.
2796.5016254706,3360.,2796.5017554087,10028.
2796.5356294436,3368.,2796.5356921476,10035.
2796.5686830801,3376.,2796.5686871332,10046.
2796.6026155275,3384.,2796.602744512,10060.
2796.6356362623,3392.,2796.6357907576,10069.
2796.6710914892,3400.,2796.6713053507,10070.
2796.7025782389,3408.,2796.7027253431,10083.
2796.735646419,3416.,2796.7357367796,10088.
2796.7696003241,3424.,2796.7697474283,10094.
2796.8025514406,3432.,2796.8026735109,10099.
2796.8366374296,3440.,2796.8367873949,10104.
2796.8695887846,3448.,2796.8697308821,10112.
2796.9050730986,3456.,2796.9051951689,10118.
2796.9366347117,3464.,2796.9367780012,10124.
2796.9695529265,3472.,2796.9697040838,10128.
2797.0038463396,3480.,2797.0038549227,10141.
2797.0365547461,3488.,2797.0367287916,10150.
2797.0706486029,3496.,2797.0707978529,10156.
2797.1037406248,3504.,2797.103760652,10165.
2797.1389307303,3512.,2797.1390497011,10172.
2797.1695482058,3520.,2797.1697980684,10184.
2797.2028216643,3528.,2797.2028297705,10191.
2797.2365509791,3536.,2797.2366959376,10199.
2797.2695934099,3544.,2797.2697543425,10206.
2797.3035890383,3552.,2797.3037099165,10217.
2797.3365747255,3560.,2797.3367130083,10222.
2797.3729213995,3568.,2797.3730475229,10234.
2797.4035727305,3576.,2797.403727941,10244.
2797.4365388674,3584.,2797.4366549772,10256.
2797.4706336779,3592.,2797.470781259,10265.
2797.5035819334,3600.,2797.5037109179,10271.
2797.5375685019,3608.,2797.5376879496,10279.
2797.5707711500,3616.,2797.5707892698,10285.
2797.6069800181,3624.,2797.6071500105,10292.
2797.6375891489,3632.,2797.6377081198,10296.
2797.6706132216,3640.,2797.6707588953,10303.
2797.7045857233,3648.,2797.7047049326,10311.
2797.7376038355,3656.,2797.7377518934,10315.
2797.7715799135,3664.,2797.7716979307,10324.
2797.8047539515,3672.,2797.804775886,10334.
2797.8409795088,3680.,2797.8411514086,10342.
2797.8715566916,3688.,2797.8717042727,10346.
2797.904657535,3696.,2797.9047185701,10353.
2797.9386207384,3704.,2797.938686542,10362.
2797.9715771002,3712.,2797.9717261118,10372.
2798.0055834574,3720.,2798.0057474894,10377.
2798.0386373324,3728.,2798.0387121958,10385.
2798.0749701780,3736.,2798.0751692576,10395.
2798.1055659575,3744.,2798.1058799547,10408.
2798.1385425848,3752.,2798.1386598868,10415.
2798.1725796980,3760.,2798.1726960463,10422.
2798.205538444,3768.,2798.2057413382,10435.
2798.238611154,3776.,2798.2387284559,10448.
2798.2716874403,3784.,2798.2716969771,10454.
2798.3046063704,3792.,2798.3047465605,10464.
2798.3375608248,3800.,2798.3377248568,10473.
2798.3705887121,3808.,2798.3708526415,10478.
2798.4037637037,3816.,2798.4037851614,10482.
2798.4390756411,3824.,2798.4392227453,10487.
2798.4706026835,3832.,2798.4707266611,10497.
2798.5041369719,3840.,2798.5041388792,10507.
2798.5375808996,3848.,2798.5376719755,10513.
2798.5705870909,3856.,2798.5707332415,10522.
2798.6046604437,3864.,2798.6047124189,10529.
2798.6375929636,3872.,2798.6376792711,10538.
2798.672849111,3880.,2798.6729981226,10543.
2798.7036654276,3888.,2798.7037054819,10556.
2798.7365893644,3896.,2798.7366685194,10567.
2798.7705904764,3904.,2798.7707268519,10575.
2798.8036722464,3912.,2798.8036760611,10580.
2798.8366047663,3920.,2798.8367337507,10588.
2798.8696021361,3928.,2798.8697485251,10595.
2798.902742557,3936.,2798.9027518553,10608.
2798.9355959219,3944.,2798.9357198996,10613.
2798.9688050074,3952.,2798.9688138289,10622.
2799.0015947146,3960.,2799.0017327589,10635.
2799.0368687433,3968.,2799.0370528025,10645.
2799.0676061434,3976.,2799.0677792353,10647.
2799.1006969732,3984.,2799.1007048411,10655.
2799.1345452589,3992.,2799.1346897406,10664.
2799.1678568644,4000.,2799.1678661627,10669.
2799.2015539927,4008.,2799.2016948980,10674.
2799.2345654291,4016.,2799.2347165865,10681.
2799.2708830160,4024.,2799.2710739893,10688.
2799.3015620035,4032.,2799.3017129225,10697.
2799.3345855993,4040.,2799.3347069544,10700.
2799.3686296267,4048.,2799.3687617106,10705.
2799.4015497488,4056.,2799.4016789717,10711.
2799.4355875773,4064.,2799.4356889052,10723.
2799.4685961527,4072.,2799.4686683935,10729.
2799.5048341078,4080.,2799.5049630922,10738.
2799.5355221552,4088.,2799.5356842798,10746.
2799.5685955805,4096.,2799.5687147898,10756.
2799.6027118487,4104.,2799.6027159018,10762.
2799.6355981154,4112.,2799.6357511801,10770.
2799.6685835642,4120.,2799.6687185091,10778.
2799.7015749735,4128.,2799.7016941828,10790.
2799.7345706743,4136.,2799.7346958441,10790.
2799.7675744814,4144.,2799.7676493448,10800.
2799.8005427641,4152.,2799.8007067961,10813.
2799.8335947317,4160.,2799.8336910528,10820.
2799.8690060896,4168.,2799.8691522402,10826.
2799.8995720667,4176.,2799.8996962828,10835.
2799.9325646681,4184.,2799.9326898378,10847.
2799.9665707869,4192.,2799.9666938109,10854.
2799.9995900911,4200.,2799.9997181219,10856.
2800.0335356516,4208.,2800.0336832327,10868.
2800.0665914339,4216.,2800.0667139811,10875.
2800.0995685381,4224.,2800.1016139311,10879.
2800.1325513643,4232.,2800.1326634211,10885.
2800.1655597014,4240.,2800.1657072825,10895.
2800.1987675947,4248.,2800.198775701,10902.
2800.23291295,4256.,2800.2330488485,10910.
2800.2646073622,4264.,2800.2647344393,10913.
2800.2975847048,4272.,2800.2977096361,10925.
2800.3305992407,4280.,2800.3307265562,10931.
2800.3635782522,4288.,2800.3637072367,10941.
2800.3965737147,4296.,2800.3966519159,10950.
2800.4295536799,4304.,2800.4297019762,10959.
2800.4626199526,4312.,2800.4626921934,10969.
2800.4955169481,4320.,2800.4956986231,10982.
2800.5285236162,4328.,2800.5286690516,10983.
2800.5615996641,4336.,2800.5617639345,10998.
2800.5970608515,4344.,2800.5971910280,11004.
2800.6276084704,4352.,2800.6276821417,11020.
2800.6605769915,4360.,2800.6607260031,11025.
2800.6935717386,4368.,2800.6936928553,11034.
2800.7269224447,4376.,2800.7269901556,11047.
2800.7595722002,4384.,2800.7597140593,11052.
2800.7925457281,4392.,2800.7926747126,11057.
2800.8255504889,4400.,2800.8256894869,11064.
2800.8585430903,4408.,2800.8586670679,11068.
2800.8915099424,4416.,2800.8916589541,11078.
2800.9245785994,4424.,2800.9246918482,11085.
2800.9609681887,4432.,2800.9611102862,11091.
2800.9915465635,4440.,2800.9916643423,11098.
2801.0245577616,4448.,2801.0246762556,11109.
2801.0589033884,4456.,2801.0589117331,11114.
2801.0915521902,4464.,2801.091708116,11121.
2801.1265336794,4472.,2801.1266879362,11139.
2801.1596400065,4480.,2801.1596934122,11148.
2801.1950508875,4488.,2801.1951820177,11154.
2801.226609878,4496.,2801.2267648501,11165.
2801.2596875948,4504.,2801.2596949858,11171.
2801.293698482,4512.,2801.2937068266,11179.
2801.3265713972,4520.,2801.3267125410,11188.
2801.3605758471,4528.,2801.3607270044,11200.
2801.3935717863,4536.,2801.3937057776,11212.
2801.4290372652,4544.,2801.429193191,11223.
2801.4605790896,4552.,2801.4607230944,11232.
2801.493625812,4560.,2801.493748836,11241.
2801.5276088041,4568.,2801.5277540011,11248.
2801.5605661196,4576.,2801.5606931967,11258.
2801.5945755762,4584.,2801.5947210116,11264.
2801.6275817675,4592.,2801.6277260107,11267.
2801.6631473822,4600.,2801.6632184309,11275.
2801.6945237440,4608.,2801.6946737093,11283.
2801.7275654596,4616.,2801.7276825232,11285.
2801.7616237921,4624.,2801.7617089075,11294.
2801.794543199,4632.,2801.7947191519,11299.
2801.8286020083,4640.,2801.8287121576,11308.
2801.8615993780,4648.,2801.8617460055,11315.
2801.8970543665,4656.,2801.8972093386,11324.
2801.9285814089,4664.,2801.9287435335,11334.
2801.9615580362,4672.,2801.961680345,11340.
2801.9955903811,4680.,2801.9957358164,11346.
2802.0285572333,4688.,2802.0286802572,11355.
2802.0616163534,4696.,2802.0617565436,11361.
