0_x,0_y,0_x,0_y,0_x,0_y,0_x,0_y
6.6470377845,1989.,6.6471510334,2012.,6.6473303241,1970.,6.6475222511,9316.
6.6520448131,1972.,6.652187149,2008.,6.6523232860,1985.,6.6524582309,10464.
6.6570322914,1954.,6.6571612758,2014.,6.6573002738,2001.,6.6574783725,11598.
6.6622820301,1949.,6.6624532146,2000.,6.6625893516,2027.,6.6626792354,12662.
6.6672223014,1952.,6.6673543853,1982.,6.6674871845,2033.,6.6676233215,13656.
6.6722522182,1962.,6.6724272174,1969.,6.6725392742,2041.,6.6726513309,14650.
6.6773126525,1985.,6.6774964733,1952.,6.6776540679,2023.,6.6777480049,15644.
6.6818910045,1995.,6.6820013923,1948.,6.6821833057,2021.,6.6823602123,352.
6.6869113845,2011.,6.6870253486,1948.,6.6871612472,1996.,6.687343399,1430.
6.691873352,2016.,6.6920173568,1969.,6.6921992702,1981.,6.692314188,2508.
6.6969263954,2028.,6.6971292896,1972.,6.6972651882,1968.,6.6974013252,3600.
6.7020011348,2025.,6.7021422786,1984.,6.7022753162,1955.,6.7023802204,4776.
6.7070544166,2031.,6.7071435852,1995.,6.7072785301,1942.,6.7074475688,5756.
6.7119629783,2021.,6.7120933933,2015.,6.712277214,1927.,6.7124033374,6736.
6.7168662948,2000.,6.7170002861,2030.,6.7171612186,1937.,6.7173412246,7702.
6.722009222,1979.,6.7221382064,2029.,6.7222793502,1951.,6.7224183483,8710.
6.7270863456,1962.,6.7272632522,2032.,6.7274022502,1979.,6.7275093002,9676.
6.73204426,1956.,6.7322152061,2019.,6.7323713703,1989.,6.7324781818,10698.
6.7370813293,1961.,6.7373052043,2001.,6.7374432487,2008.,6.7375803394,11888.
6.7422976894,1970.,6.7424009246,1980.,6.7425060672,2016.,6.7426629466,12980.
6.7472510738,1970.,6.7474413318,1974.,6.7476773662,2022.,6.7478201789,14100.
6.7523713512,1976.,6.7524912757,1959.,6.7527201576,2034.,6.7527959747,15150.
6.7571411533,1994.,6.7573140068,1947.,6.7575490875,2029.,6.7577073974,16158.
6.7618489665,2008.,6.7619760437,1935.,6.7622163696,2023.,6.7623093528,768.
6.7669241828,2022.,6.7670662803,1950.,6.7672343654,1991.,6.7674131793,1804.
6.7719102306,2002.,6.7720973892,1956.,6.7722313804,1980.,6.7724152011,2840.
6.7769477767,2012.,6.7771461410,1963.,6.7772660655,1961.,6.7773843212,3876.
6.7820191783,2020.,6.7821233673,1991.,6.7823033733,1953.,6.7824373645,5024.
6.7870264453,2010.,6.7871375484,2008.,6.7873664302,1957.,6.7875686092,6116.
6.7919314308,1998.,6.7921085758,2017.,6.7922466201,1946.,6.7924232883,7208.
6.7970619602,1983.,6.7972352905,2032.,6.7973702354,1949.,6.7975154323,8216.
6.8020351333,1970.,6.8021502895,2049.,6.802292387,1955.,6.8024733467,9182.
6.8069992465,1956.,6.8071763916,2038.,6.8073113365,1984.,6.8075313968,10246.
6.8121002120,1954.,6.8122353954,2023.,6.8123574657,1996.,6.8125634593,11212.
6.8171580238,1947.,6.8173282546,2005.,6.8175123138,2020.,6.8176832599,12206.
6.8223102493,1960.,6.82244734,1982.,6.8225825233,2027.,6.8227346343,13228.
6.827249567,1975.,6.8274264736,1973.,6.827675621,2025.,6.8278196258,14278.
6.8323221607,1983.,6.8325543804,1964.,6.8325913352,2017.,6.8327482147,15440.
6.8368812007,1989.,6.8370163841,1953.,6.8371122283,2020.,6.8372922344,148.
6.8418720169,2011.,6.8419852657,1933.,6.8421981735,2009.,6.8423142833,1128.
6.8468642635,2034.,6.8470244808,1940.,6.8471615715,1991.,6.8473525447,2108.
6.851849596,2039.,6.8519854946,1953.,6.8521266384,1974.,6.8523145122,3074.
6.8569908542,2041.,6.8571243686,1973.,6.8572633666,1959.,6.8574963016,4124.
6.8620071811,2034.,6.8621333045,1991.,6.8623173637,1947.,6.8625092906,5118.
6.8670423431,2013.,6.8672223491,2005.,6.867369215,1938.,6.8675032062,6210.
6.8719103736,1993.,6.8720920486,2015.,6.8722269935,1953.,6.8724112911,7246.
6.8770282669,1987.,6.8772063655,2009.,6.8773413104,1968.,6.8775313301,8408.
6.8820152683,1972.,6.8821783466,2021.,6.882401268,1973.,6.8825853271,9486.
6.8870902461,1957.,6.8872163696,2018.,6.8873513145,1995.,6.887565176,10592.
6.8920350475,1940.,6.8922093315,2020.,6.8924363059,2014.,6.8925633831,11586.
6.8973052902,1943.,6.8974433345,1998.,6.8975801868,2029.,6.8977103633,12580.
6.9022572441,1952.,6.9023852748,1979.,6.9025273723,2038.,6.9026842517,13504.
6.9073191089,1967.,6.9074423713,1961.,6.9075773162,2044.,6.9077382488,14498.
6.9123542709,1988.,6.9125373764,1949.,6.9126882953,2031.,6.9128241939,15478.
6.9169261856,1987.,6.9170132083,1950.,6.9172122879,2019.,6.9173431797,172.
6.9219143791,2016.,6.9220862789,1945.,6.9222383899,2004.,6.9224043292,1208.
6.9268520278,2026.,6.9269853038,1958.,6.9271262092,1981.,6.9273152751,2370.
6.9318721694,2040.,6.9320002002,1955.,6.9321802062,1964.,6.9323172969,3378.
6.9370391769,2042.,6.9372172756,1975.,6.9373503131,1948.,6.9374862117,4358.
6.941996376,2045.,6.9421072406,1989.,6.9422853393,1937.,6.9424965782,5338.
6.9470477504,2020.,6.9471202297,2008.,6.9472453994,1927.,6.9474242134,6290.
6.9519122047,1999.,6.9520264072,2028.,6.9522033138,1941.,6.9523733062,7270.
6.9571011466,1986.,6.9572751922,2025.,6.9574952526,1950.,6.9576821727,8264.
6.9620819492,1977.,6.9622762603,2033.,6.9623992843,1962.,6.962536375,9272.
6.9670253200,1971.,6.9672513408,2015.,6.9673862857,1986.,6.9675233764,10364.
6.9720373554,1963.,6.9721491737,2009.,6.9723303718,2007.,6.9724643630,11498.
6.9772699279,1958.,6.9773872299,1986.,6.9775262279,2015.,6.9776823921,12576.
6.9823029441,1963.,6.9824433727,1974.,6.982593338,2029.,6.9827392501,13654.
6.9872513217,1962.,6.9873834056,1966.,6.9875681800,2042.,6.9876802368,14606.
6.9923043651,1979.,6.9924593372,1947.,6.9925942821,2040.,6.9927533073,15586.
6.9968355102,2000.,6.9969675941,1947.,6.9971468849,2034.,6.9972868366,168.
7.0019431514,2012.,7.002063076,1934.,7.0022290153,2013.,7.0023639602,1120.
7.0068929595,2024.,7.0070400638,1944.,7.0072210235,1995.,7.0073659820,2142.
7.0119560165,2033.,7.0121410293,1951.,7.0122661991,1980.,7.0124464435,3122.
7.0170126361,2033.,7.0171485347,1973.,7.0172865791,1963.,7.0174234313,4158.
7.0220375461,2026.,7.0221646232,1983.,7.0222874088,1953.,7.0225081844,5278.
7.0269990367,2028.,7.0271332664,2002.,7.0272732181,1931.,7.027405302,6244.
7.0319021148,2008.,7.0320432586,2024.,7.0321462554,1934.,7.0323243541,7210.
7.0370223922,1994.,7.0371404094,2030.,7.0372913284,1938.,7.0374963684,8176.
7.042080204,1984.,7.0421843929,2049.,7.0423772735,1940.,7.0425382060,9100.
7.0470250053,1956.,7.0472941799,2038.,7.0474522514,1967.,7.0475883884,9996.
7.0520582599,1957.,7.0521843833,2022.,7.0523202819,1992.,7.0524583263,11032.
7.0571678085,1952.,7.0573008460,2013.,7.0574729843,2006.,7.0575843257,12026.
7.0623143119,1967.,7.0624392433,1986.,7.0625863475,2011.,7.0627031726,13146.
7.0672793788,1967.,7.0674133701,1978.,7.0675502223,2021.,7.0676813526,14280.
7.0723145408,1974.,7.072488348,1965.,7.0726051731,2027.,7.0727396411,15344.
7.0768614215,1995.,7.0770025653,1950.,7.0771885318,2024.,7.0773234767,10.
7.0818984909,2015.,7.0820036334,1933.,7.0821805400,2026.,7.0823202533,1046.
7.0869329376,2008.,7.086974184,1932.,7.0872252387,2003.,7.08735923,1998.
7.0918803615,2035.,7.0920582218,1950.,7.0921934051,1984.,7.0923705501,2978.
7.0970001621,2038.,7.0972192687,1957.,7.0974412364,1966.,7.0976162357,3986.
7.1020110054,2034.,7.1021860046,1978.,7.1023695869,1957.,7.1025076313,4994.
7.1070254249,2024.,7.1071615619,1993.,7.1073744697,1948.,7.1075716419,6100.
7.1119261188,2010.,7.1121004028,2009.,7.1122222347,1952.,7.1124005718,7136.
7.1171024246,1994.,7.1172774238,2022.,7.1174164218,1950.,7.1175306243,8228.
7.1219964427,1976.,7.1221385402,2045.,7.1222834987,1944.,7.122407238,9208.
7.127086441,1961.,7.1272364063,2044.,7.1273591918,1969.,7.1275453968,10146.
7.1320679588,1947.,7.1321740550,2043.,7.1324503822,1980.,7.1325502796,11070.
7.1370933456,1939.,7.1372783584,2022.,7.1374073429,2007.,7.1375453872,11966.
7.1422732276,1946.,7.1425192756,1996.,7.14265732,2025.,7.1428282661,12932.
7.1472371025,1956.,7.1473553581,1981.,7.1474962635,2028.,7.1476643486,13968.
7.1523521347,1966.,7.1525240344,1973.,7.1526883049,2035.,7.1528401775,14948.
7.1572282714,1983.,7.1574013633,1964.,7.1575801773,2020.,7.1576912803,16012.
7.1619043750,1998.,7.1620362205,1945.,7.1622143192,2018.,7.1623502178,706.
7.1669145030,2018.,7.1670911712,1950.,7.1672292156,2000.,7.1674492759,1798.
7.1719062728,2035.,7.1720323963,1954.,7.1722026271,1981.,7.1723366184,2834.
7.1768870754,2046.,7.1770172519,1955.,7.1771352691,1964.,7.1772861881,3758.
7.1820409698,2038.,7.1821713848,1966.,7.1823053760,1945.,7.1824412746,4766.
7.186999361,2028.,7.1871352596,2000.,7.1872733039,1941.,7.18745331,5760.
7.1919243736,2012.,7.1920972270,2003.,7.1922312183,1941.,7.1923716468,6796.
7.1968801422,1999.,7.1971052093,2015.,7.1972873611,1953.,7.1974652214,7860.
7.2020371360,1981.,7.2021723194,2025.,7.2023072643,1962.,7.2024403018,8924.
7.2070043487,1971.,7.2071342868,2022.,7.2072723312,1983.,7.2074072761,10030.
7.2120800418,1963.,7.2122590942,2018.,7.2123892707,1985.,7.2125022811,11164.
7.2171852989,1945.,7.217315237,2017.,7.2174542350,2011.,7.2175872726,12130.
7.2222381038,1939.,7.2224140567,1995.,7.2226503295,2035.,7.2228193683,13138.
7.2272982997,1946.,7.2274063034,1973.,7.2275252742,2045.,7.2276812,14062.
7.2323043746,1962.,7.2324421806,1961.,7.2325983448,2046.,7.2328393859,14972.
7.2373099727,1985.,7.2374840183,1950.,7.2376842899,2038.,7.2378192348,15938.
7.2418432636,1997.,7.2420168323,1940.,7.2422047061,2028.,7.2423172397,534.
7.246912281,2014.,7.2469962043,1946.,7.2471301956,2001.,7.2473512096,1570.
7.2518570823,2021.,7.2520001335,1960.,7.2522089881,1990.,7.2523241443,2634.
7.2569661540,2034.,7.2569981021,1961.,7.2571442527,1977.,7.2573972148,3698.
7.261977951,2029.,7.2622442646,1978.,7.2624683780,1948.,7.2626173896,4734.
7.2670462532,2035.,7.2671745223,1988.,7.2673085136,1941.,7.2674515647,5756.
7.271951477,2028.,7.2720926208,2005.,7.272320549,1926.,7.2724016113,6652.
7.2768631381,2006.,7.2770052356,2023.,7.2771861953,1935.,7.2773213787,7632.
7.2820461196,1992.,7.2822642726,2026.,7.2824063701,1947.,7.2825394077,8626.
7.2870762748,1977.,7.287263195,2025.,7.2873783512,1967.,7.2875183029,9620.
7.2920430107,1967.,7.2922733230,2020.,7.2923891944,1973.,7.2925043506,10712.
7.2970953388,1963.,7.2972731990,2016.,7.2974071903,1990.,7.2974932594,11790.
7.3023019237,1966.,7.3024170799,1987.,7.3025472564,2007.,7.3026633663,12882.
7.3072503013,1955.,7.3074262542,1987.,7.3076832694,2027.,7.3078241748,14016.
7.3123550815,1960.,7.3124752445,1967.,7.3125842018,2037.,7.3127713603,14968.
7.3173513813,1972.,7.3175702495,1949.,7.3177273674,2048.,7.3178632659,15864.
7.3218613071,1989.,7.321993391,1929.,7.3221803112,2044.,7.3223152561,390.
7.3268676204,2020.,7.3270140094,1932.,7.3271940155,2018.,7.3273392124,1328.
7.3319082660,2024.,7.3320622844,1936.,7.3322322769,2004.,7.3324053688,2280.
7.3368671340,2038.,7.3370213909,1945.,7.3372142715,1985.,7.3373363418,3260.
7.3420260353,2036.,7.3422732753,1961.,7.3424523277,1970.,7.3425891799,4310.
7.3470542831,2023.,7.3472283287,1978.,7.3473632736,1960.,7.3475013179,5346.
7.3520288867,2023.,7.3522012634,2001.,7.3524232311,1947.,7.3526032371,6382.
7.3569271965,2010.,7.3570883674,2011.,7.3572245044,1939.,7.3574154777,7446.
7.3620951576,1993.,7.3622713489,2035.,7.3624062938,1933.,7.3625471992,8398.
7.3670132560,1978.,7.3671703739,2051.,7.3673031730,1940.,7.3674393100,9308.
7.3720782203,1963.,7.3722112579,2044.,7.3723473949,1959.,7.3724823398,10246.
7.3770852489,1957.,7.3772063655,2038.,7.3773422641,1982.,7.3775673313,11226.
7.3822689456,1953.,7.3824272556,2020.,7.3825693531,2001.,7.3826783103,12234.
7.3872642917,1956.,7.3873973293,2003.,7.3875332279,2010.,7.387660305,13242.
7.3922717971,1959.,7.3924508495,1987.,7.3925567073,2017.,7.3927007122,14348.
7.3973117275,1972.,7.3974149627,1976.,7.3975911540,2024.,7.3977053565,15398.
7.4019241733,1980.,7.4020522041,1956.,7.4021802349,2024.,7.4023571414,176.
7.406881134,2002.,7.4070761604,1939.,7.4072060985,2026.,7.4073851509,1198.
7.4118869705,2020.,7.4120324058,1931.,7.4122133655,2015.,7.412358324,2150.
7.4168703956,2043.,7.4169662399,1932.,7.4171572132,1992.,7.4173183841,3074.
7.4220014019,2045.,7.4221275253,1954.,7.4222596092,1971.,7.4223986072,4012.
7.4270444316,2033.,7.4271696014,1958.,7.4273035926,1963.,7.4275315208,5034.
7.4320118827,2043.,7.4321842594,1973.,7.4323192043,1940.,7.4324565334,6028.
7.4369626445,2033.,7.437091629,2005.,7.4372826023,1940.,7.4374006195,7092.
7.4420075817,2014.,7.4421315593,2014.,7.4422855777,1941.,7.4423675937,8030.
7.4470796985,1993.,7.4472144050,2030.,7.4473472042,1944.,7.4476132793,9080.
7.4520683689,1970.,7.4521873397,2034.,7.4523163242,1959.,7.452542345,10060.
7.4570808811,1954.,7.4572112960,2038.,7.4573963088,1977.,7.457498352,11124.
7.462127964,1937.,7.4622552795,2030.,7.462397377,1999.,7.4625053806,12006.
7.4673102302,1943.,7.4674432678,2009.,7.4675794048,2018.,7.4677422447,12958.
7.4722564620,1945.,7.4724293155,1995.,7.4726822776,2031.,7.4728181762,13966.
7.4773173732,1959.,7.4774542255,1976.,7.4776554508,2026.,7.4777906341,14988.
7.4830155773,1970.,7.4831345481,1963.,7.4833164615,2020.,7.4834664268,16108.
7.4868810577,1990.,7.4870222015,1958.,7.4872012538,2027.,7.4873361988,676.
7.4918783111,1997.,7.4921241207,1953.,7.4922471446,2010.,7.4923890037,1782.
7.4968443317,2018.,7.4970722599,1952.,7.4972112579,1999.,7.4973934097,2874.
7.5019493503,2037.,7.5020902557,1952.,7.5023341579,1975.,7.5025473041,3910.
7.5070243282,2052.,7.5072033805,1961.,7.5073273582,1956.,7.5074835224,4904.
7.5119975013,2048.,7.5121670169,1984.,7.5122509403,1937.,7.5124311847,5870.
7.5169523162,2030.,7.5170603198,1997.,7.5172532005,1942.,7.5173712177,6822.
7.5219571990,2009.,7.5221352977,2010.,7.5222711963,1944.,7.5224063796,7858.
7.5270138187,2000.,7.5271392269,2035.,7.5272744102,1942.,7.5274103088,8838.
7.5320840282,1987.,7.5322080059,2027.,7.5323462886,1955.,7.5324983997,9944.
7.5370922489,1977.,7.5372383995,2023.,7.5373633308,1971.,7.537591259,11050.
7.5421920223,1958.,7.5424337787,2019.,7.5426741046,1990.,7.5428150100,12100.
7.5472481651,1943.,7.5474219722,2007.,7.5475571556,2017.,7.5476942462,13122.
7.5522962017,1929.,7.5524523658,1990.,7.5525551242,2046.,7.5527749462,14116.
7.5573628349,1947.,7.5575819416,1973.,7.5577390594,2050.,7.5578742427,14942.
7.5623600883,1969.,7.5625303192,1952.,7.5626733703,2049.,7.5628133220,15894.
7.5668652458,1989.,7.5669982833,1942.,7.567245285,2043.,7.5673203868,420.
7.5719452304,2006.,7.5721233291,1938.,7.5722573204,2021.,7.5724413795,1428.
7.5768959922,2016.,7.5770323677,1947.,7.5771701736,2002.,7.5773463649,2422.
7.5818822784,2028.,7.5819952888,1949.,7.5821721954,1996.,7.582351963,3472.
7.5870232982,2031.,7.5871773166,1962.,7.587315361,1975.,7.5874543590,4606.
7.5920353336,2041.,7.5921202106,1971.,7.5923962993,1957.,7.5925484104,5642.
7.5969782276,2033.,7.597132246,1996.,7.5972721977,1931.,7.5974662704,6636.
7.6018813056,2020.,7.6020093364,2013.,7.6021862430,1929.,7.6023211879,7588.
7.6070411605,2002.,7.607170145,2034.,7.607460062,1926.,7.6076193256,8540.
7.6120970649,1980.,7.6123130722,2039.,7.6124914093,1945.,7.6126861972,9506.
7.6170823974,1978.,7.6173353595,2034.,7.6175322933,1959.,7.6176844043,10542.
7.6220820350,1954.,7.6222579879,2039.,7.6224031848,1983.,7.6225324077,11494.
7.6273043556,1957.,7.6274812622,2016.,7.6276173992,2002.,7.6277091903,12558.
7.6322954101,1957.,7.6324003143,2004.,7.6325483722,2007.,7.6327352924,13664.
7.6373405857,1961.,7.6374745769,1984.,7.6376135749,2025.,7.6377256317,14728.
7.6423495216,1966.,7.6425693435,1962.,7.6427243156,2035.,7.6428592605,15764.
7.6468773288,1979.,7.6470082206,1926.,7.6471863193,2051.,7.6473212642,332.
7.6519079608,2005.,7.6520922584,1918.,7.6522722644,2036.,7.6524312896,1242.
7.6569042606,2024.,7.6570203704,1925.,7.6572451992,2011.,7.6573841972,2166.
7.6618733806,2038.,7.6619973583,1931.,7.6622155113,1989.,7.6623576087,3104.
7.6670642299,2021.,7.6671662731,1958.,7.6673024101,1973.,7.6675293846,4112.
7.6719928188,2035.,7.6722183628,1967.,7.6723595066,1962.,7.6724925441,5134.
7.6770246429,2039.,7.6771614952,1984.,7.6772964401,1953.,7.6774335308,6198.
7.6818693084,2017.,7.6819992465,1998.,7.6822202606,1945.,7.6823592586,7234.
7.6870391769,2004.,7.6871703071,2020.,7.6873033447,1939.,7.6874313755,8340.
7.6919916076,1982.,7.6921327514,2036.,7.6922429008,1942.,7.6923978729,9292.
7.6970861358,1963.,7.6972239418,2046.,7.6973591251,1961.,7.6974971694,10272.
7.7021191520,1942.,7.7023101253,2044.,7.7024319572,1983.,7.7026210231,11168.
7.7072310848,1949.,7.7074640197,2019.,7.7075870437,1997.,7.7077491683,12134.
7.712291996,1948.,7.7124030990,1998.,7.7125561637,2009.,7.7126913471,13184.
7.7172632617,1950.,7.7174342079,1986.,7.7176573677,2034.,7.7178223533,14206.
7.7223864002,1974.,7.7225215835,1968.,7.7226815624,2031.,7.7228145999,15256.
7.7268679542,1984.,7.7270131511,1966.,7.7271933956,2014.,7.7273402614,16348.
7.7318780822,1978.,7.7320080203,1954.,7.7321432037,2020.,7.7323682708,1084.
7.7369382781,2023.,7.7370262546,1942.,7.7371592922,2005.,7.7373352451,2134.
7.7419073982,2035.,7.7420204086,1939.,7.7422373695,1988.,7.7423513336,3058.
7.7469628257,2048.,7.7471840782,1954.,7.7473993701,1961.,7.7475324077,4024.
7.7520709438,2052.,7.7522449893,1973.,7.7523799343,1945.,7.7525144023,4990.
7.7570343418,2037.,7.7571692867,1991.,7.7573984069,1938.,7.7575712604,5956.
7.7619162006,2017.,7.7620423240,2006.,7.7622213764,1936.,7.7623682422,6908.
7.7669191761,2003.,7.7670472068,2018.,7.7671773834,1941.,7.7673612041,7930.
7.7720234794,1987.,7.7721562786,2029.,7.7722912235,1949.,7.7725553913,8938.
7.7770722312,1965.,7.7772112293,2027.,7.7773251934,1975.,7.7774422569,10030.
7.7821081085,1957.,7.7822709484,2022.,7.782389204,1989.,7.7825313014,11080.
7.7870922489,1937.,7.7872233791,2021.,7.7873592777,2013.,7.787522356,11976.
7.7923052711,1938.,7.7924983901,1996.,7.7926843566,2032.,7.7928173942,12928.
7.7972450656,1945.,7.7974234027,1984.,7.797516386,2044.,7.7976513309,13894.
7.8023024005,1959.,7.8024382991,1957.,7.8025942249,2043.,7.8027372760,14804.
7.8074002666,1977.,7.8075282974,1943.,7.8076863689,2032.,7.8078263206,15770.
7.8118653697,1996.,7.8120983047,1944.,7.8121793670,2029.,7.8124003810,422.
7.8169191284,2016.,7.8170230789,1940.,7.8172483844,2003.,7.817378561,1430.
7.8219023151,2020.,7.8220193786,1954.,7.822201292,1985.,7.8223433895,2522.
7.8269331855,2033.,7.8271022243,1964.,7.8272433681,1975.,7.8274221820,3614.
7.8320351047,2032.,7.8322143955,1971.,7.8323493404,1956.,7.8324861927,4622.
7.8370232982,2036.,7.8371992511,1989.,7.8373353881,1940.,7.8374703330,5630.
7.8420322341,2035.,7.8422131938,2006.,7.8423543376,1922.,7.8425174159,6568.
7.8469095630,2000.,7.8470094604,2032.,7.8472130699,1934.,7.8473511142,7506.
7.8520191116,1988.,7.8521919651,2030.,7.8522689743,1947.,7.8524930877,8472.
7.8571172161,1969.,7.8572473926,2034.,7.857470314,1963.,7.8576991958,9494.
7.8621004028,1952.,7.8622763557,2033.,7.8624103469,1987.,7.8625452918,10446.
7.867110054,1953.,7.8673119945,2014.,7.8674903316,2004.,7.8676772518,11496.
7.8722660942,1955.,7.8723979396,1999.,7.8725009365,2009.,7.8726933403,12532.
7.8772674007,1964.,7.8774602813,1981.,7.8775973720,2026.,7.8776963157,13624.
7.8823042316,1958.,7.8824363155,1968.,7.8825662536,2047.,7.8827443523,14590.
7.8872528476,1982.,7.8874221248,1940.,7.8876450462,2046.,7.8878302974,15584.
7.8919172687,1987.,7.8920352859,1931.,7.8922562999,2040.,7.8923883838,68.
7.8969490928,2016.,7.8970461292,1923.,7.8971794052,2037.,7.8973582191,978.
7.9019132060,2032.,7.9020352764,1932.,7.9021473331,2001.,7.9023573799,1888.
7.9068835182,2034.,7.90701441,1946.,7.9071932239,1985.,7.9073303146,2938.
7.9119983119,2045.,7.9122763080,1951.,7.9124372405,1960.,7.9125433368,3876.
7.9170980854,2025.,7.9172401828,1985.,7.9174063606,1952.,7.9175131721,4898.
7.9220419330,2021.,7.922175209,1993.,7.9223103923,1947.,7.922516386,5976.
7.9269063873,2007.,7.9269903106,2015.,7.9271612567,1942.,7.9273343486,7040.
7.9319973392,1993.,7.9322162075,2030.,7.9323532981,1944.,7.932497303,8048.
7.9370577735,1978.,7.9371691150,2047.,7.9373062057,1943.,7.9374392433,9000.
7.9420762462,1959.,7.9422023696,2046.,7.9423582954,1966.,7.9425292415,9910.
7.9471002025,1946.,7.9472232265,2035.,7.9473503036,1984.,7.9474852485,10834.
7.9520793361,1944.,7.9522092742,2025.,7.9523883266,2003.,7.9525852603,11814.
7.9572782917,1950.,7.9574082298,1983.,7.9575593872,2028.,7.9576943321,12836.
7.962274353,1963.,7.962438385,1982.,7.9626093311,2023.,7.9627023143,13844.
7.9673433704,1980.,7.967476408,1964.,7.967615406,2028.,7.9677741928,14880.
7.9722502632,1987.,7.9724562568,1955.,7.9726412696,2027.,7.9728012485,15930.
7.9768569869,2008.,7.977006237,1940.,7.9772181911,2020.,7.9773433608,624.
7.9819338722,2009.,7.9827883644,1932.,7.9829671783,2002.,7.9831333560,1548.
7.9869223041,2045.,7.9869902534,1934.,7.9872281951,1991.,7.9873903198,2514.
7.9919112129,2053.,7.9920442504,1936.,7.9922213954,1970.,7.9923592014,3410.
7.997025053,2049.,7.997199337,1966.,7.9973783893,1950.,7.997505228,4334.
8.0020230216,2038.,8.0021863384,1984.,8.0023272438,1942.,8.0024621887,5244.
8.0070484085,2026.,8.0072193546,2009.,8.0073442859,1930.,8.0075042648,6224.
8.0119152469,2004.,8.0120182437,2018.,8.0121543807,1945.,8.0123372478,7190.
8.0170932216,1982.,8.0172672672,2022.,8.0173752708,1956.,8.0175903244,8282.
8.0220773620,1972.,8.0222533149,2035.,8.022395174,1961.,8.0225232048,9304.
8.0270634098,1949.,8.0272429389,2041.,8.0273681087,1979.,8.0275473995,10312.
8.0320961875,1938.,8.0322742862,2035.,8.0323882503,1998.,8.0325012607,11236.
8.0371752185,1930.,8.0373123092,2019.,8.0374482078,2022.,8.037591259,12202.
8.0423078937,1938.,8.0425250930,1990.,8.0426783962,2036.,8.0428152484,13098.
8.0473132534,1957.,8.0474923057,1971.,8.0475871963,2038.,8.0477042598,14036.
8.0522737903,1971.,8.0524912281,1960.,8.0526743335,2039.,8.0527632637,14960.
8.0572643680,1989.,8.0573492450,1951.,8.0575242443,2029.,8.0576863689,16010.
8.0618732376,2003.,8.0620181961,1944.,8.0622005863,2016.,8.0623355312,662.
8.0668819351,2017.,8.0670342845,1955.,8.0672293109,1991.,8.0673542423,1782.
8.0719192428,2029.,8.0721323890,1954.,8.0722732944,1977.,8.0723574562,2846.
8.0769415302,2053.,8.0771396560,1963.,8.0772433681,1960.,8.0773802204,3784.
8.0821211738,2040.,8.0821633739,1978.,8.0823364658,1942.,8.0825465126,4806.
8.0870457096,2037.,8.0872533721,1990.,8.087441246,1935.,8.0875742835,5744.
8.0919962329,2028.,8.0921292705,2007.,8.0923452777,1926.,8.0924613876,6612.
8.0969729824,2000.,8.0971353454,2030.,8.0972783966,1930.,8.0974562568,7578.
8.1020801467,1984.,8.1021812362,2036.,8.1023471755,1941.,8.1024802131,8558.
8.1070883674,1974.,8.107208292,2038.,8.1073441905,1961.,8.1074803276,9482.
8.1121182842,1960.,8.1122553749,2028.,8.1123912734,1983.,8.1125014228,10560.
8.1170881195,1946.,8.1172213954,2019.,8.1173563404,2003.,8.1175892753,11526.
8.1223013801,1946.,8.1224363250,2002.,8.1225703163,2022.,8.1226873798,12506.
8.1272576255,1948.,8.1274249954,1984.,8.1275723381,2036.,8.1277013225,13486.
8.1322791976,1950.,8.1324375076,1967.,8.1325586242,2050.,8.1326785488,14410.
8.1373019618,1968.,8.1374512119,1948.,8.1375863952,2051.,8.1377742691,15292.
8.1420782012,1983.,8.1422572536,1939.,8.142395298,2040.,8.142616312,16188.
8.1469011707,2009.,8.1470332546,1929.,8.1472032470,2027.,8.1473443908,714.
8.151953022,2026.,8.1521311206,1935.,8.1522710723,2005.,8.1524415416,1708.
8.1569405002,2028.,8.1571255130,1948.,8.1572575969,1983.,8.1574395103,2674.
8.1619506282,2036.,8.1621394557,1964.,8.1622653408,1963.,8.1623742980,3696.
8.167069952,2027.,8.1672549648,1981.,8.1673932476,1957.,8.167519371,4788.
8.1720343036,2028.,8.1721682949,1993.,8.1724179191,1943.,8.1725683612,5824.
8.1769032878,2026.,8.1770391864,2012.,8.1771743698,1929.,8.1773503227,6790.
8.1819541854,2001.,8.1821413440,2030.,8.1822631759,1933.,8.182374279,7798.
8.1871202392,1986.,8.1872532768,2044.,8.1873953742,1942.,8.1876082820,8722.
8.1920924587,1965.,8.1921918792,2039.,8.1924338741,1961.,8.1926818294,9632.
8.1970961494,1962.,8.1973331375,2031.,8.1974940700,1982.,8.1976600093,10668.
8.2020540637,1939.,8.2022779388,2025.,8.2024569911,2001.,8.202655117,11606.
8.2073810501,1953.,8.2075920505,2003.,8.2077031536,2015.,8.2078800601,12600.
8.2122810287,1969.,8.2124419612,1983.,8.212554018,2017.,8.2127161426,13692.
8.2173109455,1965.,8.2174830837,1967.,8.2176192207,2028.,8.2177331848,14742.
8.2222719593,1984.,8.2224831981,1953.,8.2226732177,2039.,8.222820322,15736.
8.2269113464,1995.,8.2270412845,1934.,8.2272282047,2036.,8.2273972434,318.
8.2318652076,2011.,8.2320092124,1923.,8.2321403427,2028.,8.2323382301,1172.
8.2368970317,2034.,8.2369933528,1929.,8.2372153205,2005.,8.2373512191,2096.
