0_x,0_y,0_x,0_y
2.8991660037,23.,2.9011465469,50.
2.9011584678,18.,2.9030755916,66.
2.9032172122,15.,2.9051343360,69.
2.9051832118,36.,2.9070955673,58.
2.9072307506,48.,2.9090978065,38.
2.9091938892,54.,2.9110075393,21.
2.9111298480,56.,2.9130417266,0.
2.9131728568,61.,2.9150372901,-16.
2.9151770034,70.,2.9170380988,-37.
2.9171699443,73.,2.9190560737,-41.
2.9191740909,57.,2.9210671344,-26.
2.9211839595,34.,2.9230469623,9.
2.9231721320,20.,2.9250475326,43.
2.925170795,15.,2.9270378509,54.
2.9272080818,29.,2.9290372291,56.
2.9291709819,36.,2.9310380378,36.
2.9311660686,47.,2.9329940238,27.
2.9331220546,53.,2.9350320258,32.
2.9352101245,53.,2.9370399871,30.
2.9371661105,64.,2.9390391269,21.
2.9391659656,63.,2.9409986892,-7.
2.941123859,69.,2.9430428901,-33.
2.9432097831,59.,2.9450358310,-52.
2.9451648155,53.,2.9470321098,-65.
2.9471689620,48.,2.9489959636,-99.
2.9491280475,65.,2.9510365882,-110.
2.9512187400,68.,2.9530550399,-101.
2.9531940379,54.,2.9550439277,-92.
2.9551719585,52.,2.9569810787,-53.
2.9571551242,31.,2.9590410152,-7.
2.959210054,13.,2.9610375324,25.
2.9611648479,20.,2.9630309501,35.
2.9631689945,24.,2.9649909892,22.
2.9651650348,36.,2.9670339980,34.
2.9672080436,25.,2.9690359989,50.
2.9691649833,20.,2.9710298934,55.
2.9711688915,34.,2.9729927936,51.
2.9731220165,43.,2.9750319877,54.
2.9752079406,41.,2.9770330348,50.
2.9771701255,43.,2.9790481487,21.
2.9791339794,62.,2.9810136714,4.
2.981133596,72.,2.9830318847,-27.
2.9831658759,81.,2.9850341239,-38.
2.9851669231,68.,2.9870320716,-39.
2.987170116,51.,2.9890540996,-17.
2.9892350593,36.,2.9910355964,11.
2.9912108341,31.,2.9930406967,21.
2.9931761184,33.,2.9949830928,45.
2.9951599994,30.,2.9970499435,60.
2.9972139755,24.,2.9990309635,47.
2.9991699615,39.,3.0010517993,49.
3.0011819759,53.,3.0029820361,36.
3.0031141200,67.,3.0050369659,30.
3.0052110114,70.,3.0070320525,13.
3.0071700969,59.,3.0090481201,4.
3.0091790119,57.,3.0109936157,-3.
3.0111221233,53.,3.0130330482,-26.
3.0132130542,63.,3.0150369563,-53.
3.0151699939,66.,3.0170301357,-84.
3.0171700874,61.,3.0189789691,-118.
3.0191561141,61.,3.0210324684,-128.
3.0212077060,53.,3.023103849,-95.
3.0232020774,34.,3.0250550666,-40.
3.0251850047,15.,3.0270050922,5.
3.0271719852,7.,3.0290318885,11.
3.0292130866,19.,3.0310355583,5.
3.0311657348,23.,3.0330327907,22.
3.0331698814,18.,3.0349787631,42.
3.0351547160,8.,3.0370358386,56.
3.0372089305,21.,3.0390359321,56.
3.0391711154,29.,3.0410489002,40.
3.0411781230,37.,3.0429901042,38.
3.0431219497,34.,3.0450729289,44.
3.0451721111,35.,3.0470560947,39.
3.0471910396,49.,3.0490352073,2.
3.0491658607,68.,3.0510019222,-40.
3.0511700073,76.,3.053044931,-50.
3.0532130161,63.,3.0550340572,-39.
3.0551699558,43.,3.0570501247,-18.
3.0571359554,34.,3.0590294757,7.
3.0592080512,34.,3.0610350528,12.
3.0612069526,29.,3.0630470672,37.
3.063177959,18.,3.0649780193,48.
3.0651561179,17.,3.0670489230,54.
3.0672279754,26.,3.0690318504,56.
3.0691648879,48.,3.0710319438,27.
3.0711659351,62.,3.0730101028,14.
3.0731851020,61.,3.0750390449,30.
3.0752149978,41.,3.0770429530,27.
3.0771790901,44.,3.0790499606,18.
3.0791770377,57.,3.0810314575,-17.
3.0811230102,67.,3.0830501476,-53.
3.0832261005,72.,3.0850330749,-90.
3.0851661125,58.,3.0870341220,-116.
3.0871650138,53.,3.089032785,-116.
3.0891686836,44.,3.0910457530,-78.
3.0912250438,25.,3.0930451312,-41.
3.0931791225,24.,3.0950490394,-6.
3.0951811233,12.,3.0969780841,-1.
3.0971571365,19.,3.0990489879,13.
3.0992280402,6.,3.1010466972,38.
3.1011659065,2.,3.1030310550,52.
3.1031681457,7.,3.1049920478,52.
3.1051269927,22.,3.1070329109,51.
3.1072091022,30.,3.1090327659,50.
3.1091650882,26.,3.1110323825,43.
3.111164228,37.,3.1129862228,48.
3.1131643215,44.,3.1150282779,26.
3.1152132907,63.,3.1170333782,-6.
3.117167131,73.,3.1190437236,-43.
3.1191347995,70.,3.1210037628,-55.
3.1211959281,61.,3.1230360427,-35.
3.1231669345,44.,3.1250361362,-28.
3.1251701274,44.,3.1270469585,-3.
3.1271361270,38.,3.1290458598,-3.
3.1291779437,34.,3.1310449996,28.
3.1311861434,17.,3.1330341258,55.
3.1331659713,13.,3.1350320735,66.
3.1351660648,28.,3.1370319286,50.
3.1372090736,53.,3.139036552,17.
3.1392098823,63.,3.1410299697,26.
3.1412102142,52.,3.1430331626,20.
3.1431692996,47.,3.1450363555,18.
3.1452113548,53.,3.1470421710,20.
3.1472102561,58.,3.1490458408,-15.
3.1491798320,64.,3.1509777465,-58.
3.1511560836,70.,3.153031961,-83.
3.153209106,55.,3.1550320545,-96.
3.1551650920,49.,3.1570309558,-87.
3.1571639934,42.,3.1590317645,-71.
3.1591228404,43.,3.1610301891,-42.
3.1612132945,33.,3.1630312362,-23.
3.1631652274,18.,3.1650833049,0.
3.1652063289,11.,3.1670621791,13.
3.1671539703,9.,3.1690400997,45.
3.1692079463,5.,3.1710778632,56.
3.1711648860,15.,3.1730331340,44.
3.1731661716,29.,3.1750332275,49.
3.1751653114,25.,3.1770333209,54.
3.1772102275,26.,3.1790748992,63.
3.1791669288,36.,3.1810289779,61.
3.181191341,48.,3.1829792419,21.
3.1831582942,65.,3.1850472846,-7.
3.1851812759,66.,3.1870542922,-24.
3.1871823230,58.,3.1890610614,-44.
3.1891490379,58.,3.1910330215,-39.
3.1911219516,57.,3.1930319228,-45.
3.1932102599,51.,3.1950732627,-41.
3.1951712528,41.,3.1970461765,-9.
3.1971362987,16.,3.1989759364,27.
3.1991549888,7.,3.2010449329,63.
3.2011789241,8.,3.2030459800,51.
3.2031871238,31.,3.2050320068,34.
3.2051659980,51.,3.2071150699,20.
3.2072540679,47.,3.2090855995,17.
3.2091721454,45.,3.2110821166,20.
3.21116604,45.,3.2130340495,24.
3.2131229797,48.,3.2150749126,5.
3.2152100959,56.,3.2170320907,-29.
3.2171660819,57.,3.2190348068,-45.
3.2191687980,48.,3.2210329929,-69.
3.2211240688,43.,3.2230321327,-82.
3.2232090392,50.,3.2250770488,-92.
3.2251750388,62.,3.2270580688,-66.
3.2271830001,45.,3.228982822,-54.
3.2291587749,39.,3.2310379901,-34.
3.2312079826,19.,3.2330330768,-8.
3.2331689754,10.,3.2350300708,29.
3.2351709762,-1.,3.2369779506,55.
3.2371553340,5.,3.2390338340,54.
3.2392093101,12.,3.2410453716,41.
3.2411793628,17.,3.2430461803,40.
3.2431801715,22.,3.2449761787,66.
3.2451542774,16.,3.2470323005,81.
3.2472111144,28.,3.2490827003,61.
3.2491699615,45.,3.2510460773,29.
3.251172916,55.,3.2530330577,7.
3.2531660953,56.,3.2550329128,-16.
3.2552091041,56.,3.2570339599,-24.
3.2571669975,59.,3.2590328613,-38.
3.2591673293,54.,3.2610331931,-58.
3.2611652770,51.,3.2630292335,-52.
3.2632132926,34.,3.2650352874,-12.
3.2651702323,8.,3.2670341888,31.
3.2671693721,-4.,3.2690788665,58.
3.269210712,7.,3.2710439124,43.
3.2712100902,26.,3.2730740466,24.
3.2731720367,39.,3.2750469604,7.
3.2751890579,42.,3.2770761409,15.
3.2772110858,37.,3.2790767112,24.
3.2791677871,39.,3.2810760894,16.
3.2811669269,47.,3.2830299297,-4.
3.2831722656,53.,3.2850452819,-30.
3.2852262416,50.,3.2870453754,-42.
3.2871793666,40.,3.2890557208,-76.
3.2891847053,48.,3.2910450855,-97.
3.2911719241,58.,3.2930740276,-83.
3.2932161250,52.,3.2950331130,-82.
3.2951659122,50.,3.2970301071,-59.
3.2971700588,40.,3.2989779868,-36.
3.2991560855,18.,3.3010770240,-1.
3.3012110153,5.,3.3030749717,32.
3.3032099166,3.,3.3050631442,50.
3.3051990428,0.,3.3072070041,52.
3.3072110572,8.,3.3090356746,47.
3.3092140117,10.,3.3110340991,53.
3.3111680904,8.,3.3130670944,61.
3.3131822505,17.,3.3150533595,78.
3.3151403823,26.,3.3170532146,63.
3.3172263065,38.,3.3190788188,32.
3.3191698947,45.,3.3210338512,9.
3.3211671272,52.,3.323032991,2.
3.3231669822,50.,3.3250481048,-9.
3.3251871028,57.,3.3270460525,-42.
3.3271800437,63.,3.3290468612,-56.
3.3291880050,55.,3.3310331264,-43.
3.3311671176,31.,3.3330770889,-10.
3.3332470813,10.,3.3350809970,35.
3.3351699272,2.,3.3370429435,49.
3.3371700206,16.,3.3390375533,42.
3.3391648689,30.,3.3410793701,23.
3.3411752143,39.,3.3430482307,19.
3.3431881824,39.,3.3450342574,15.
3.3451682487,39.,3.3470472255,17.
3.3472262779,49.,3.3490461269,8.
3.3491801181,54.,3.351075069,-10.
3.3512081065,56.,3.3531779208,-26.
3.3532051006,48.,3.3551711002,-48.
3.3552209297,46.,3.3571061054,-82.
3.3571990886,55.,3.3590775886,-86.
3.3591698566,52.,3.3610340514,-84.
3.3611680427,56.,3.36305298,-94.
3.3632279792,63.,3.3650621333,-76.
3.3651820579,52.,3.3670469680,-42.
3.3671800056,31.,3.3690496841,-2.
3.3691381374,12.,3.3710769573,28.
3.3712109485,12.,3.3730472484,30.
3.373180286,21.,3.3750461498,44.
3.3751803794,19.,3.376981155,48.
3.3771583,13.,3.3790458598,57.
3.3792268195,12.,3.3810457149,69.
3.3811789909,22.,3.3830491462,74.
3.3831690708,29.,3.3850461402,61.
3.3851729789,41.,3.3870791354,38.
3.3872150340,47.,3.3890537181,31.
3.3891798415,53.,3.3910359302,13.
3.3911670604,61.,3.39303507,-7.
3.3931681075,69.,3.3950489917,-48.
3.3951889434,72.,3.3970331111,-50.
3.3971663871,49.,3.3990317741,-28.
3.3991660037,30.,3.4010781207,7.
3.4012071052,16.,3.4031130233,40.
3.4032560745,19.,3.4050730625,47.
3.4052089610,32.,3.4070650497,38.
3.4071940341,42.,3.4090362945,28.
3.4091679015,43.,3.4110797801,29.
3.4112137714,49.,3.413064138,39.
3.4131950298,56.,3.4150620857,17.
3.4151441017,68.,3.4170829215,7.
3.4172099986,67.,3.4190527358,-13.
3.4191829124,61.,3.4210499683,-33.
3.4211820522,58.,3.4230350414,-45.
3.4231680789,55.,3.4250461021,-58.
3.4252270618,58.,3.4270469108,-90.
3.4271811405,71.,3.4290486732,-116.
3.4291809955,76.,3.4310463825,-102.
3.4311381736,60.,3.4330462375,-81.
3.4332281509,46.,3.4350541988,-48.
3.4351831832,36.,3.4370461860,-8.
3.4372159400,26.,3.4390319743,19.
3.4391709724,28.,3.4410787978,26.
3.4412118354,28.,3.443076984,34.
3.4431690135,21.,3.4450482288,38.
3.4451812663,25.,3.4470492759,60.
3.4471382060,20.,3.4490467468,73.
3.4492281833,29.,3.4510742584,57.
3.4512013355,40.,3.4531332412,48.
3.4531833091,42.,3.4551671901,44.
3.4551712432,45.,3.4573112884,46.
3.4573151031,56.,3.4590948978,11.
3.4591931262,76.,3.4610351482,-20.
3.4611691394,78.,3.4630409637,-38.
3.4631279865,67.,3.4650479713,-46.
3.4652160564,58.,3.4670769134,-13.
3.4672120967,36.,3.4690379062,11.
3.4691680827,33.,3.4710339465,29.
3.4711710372,27.,3.4730800548,36.
3.4732121387,28.,3.4750803867,45.
3.4752122321,29.,3.4770351806,41.
3.4771672645,40.,3.4790347972,55.
3.4791709342,52.,3.4810780444,49.
3.4812120357,58.,3.4831041255,12.
3.4831720748,69.,3.4850510516,2.
3.485183374,60.,3.4870861926,0.
3.4872123161,52.,3.4890777030,-6.
3.4892128864,52.,3.4910479942,-12.
3.4911810317,56.,3.493047134,-64.
3.4931379714,68.,3.4950500884,-109.
3.4952300945,71.,3.4970470825,-125.
3.4971810737,58.,3.4990462222,-113.
3.499181644,41.,3.5010067382,-88.
3.501175777,31.,3.5031708637,-40.
3.5032216468,22.,3.5052305618,-14.
3.5052715698,21.,3.5070904651,-2.
3.5072177806,29.,3.5090557494,15.
3.5091828266,16.,3.5110896983,23.
3.5112201133,11.,3.5130890766,47.
3.5132221141,6.,3.5150886932,61.
3.5151778617,13.,3.5170408645,47.
3.51717271,30.,3.519084827,44.
3.5192257324,30.,3.5210930267,53.
3.5211790958,25.,3.5230659404,52.
3.5231980243,35.,3.5250381389,35.
3.5251721301,55.,3.5270799556,0.
3.5272170463,71.,3.529075996,-20.
3.5292180934,62.,3.5310355583,-33.
3.5311690727,53.,3.5330470958,-41.
3.5331379333,49.,3.5350481429,-22.
3.5352279106,40.,3.5370730319,-1.
3.5372151294,35.,3.5390380779,24.
3.5391670623,20.,3.5410329261,37.
3.5411719241,17.,3.5430921474,53.
3.543269054,17.,3.5450500408,64.
3.5451930919,29.,3.5470410743,58.
3.5471691051,50.,3.5490316310,40.
3.5491680065,57.,3.5510751167,17.
3.5512191215,59.,3.5530780711,11.
3.5532130161,51.,3.5550369182,7.
3.5551699558,48.,3.5570811191,7.
3.5572561183,53.,3.5590769210,-9.
3.5592121044,57.,3.5610808292,-54.
3.5612169662,65.,3.5630360999,-103.
3.5631710449,65.,3.5650860229,-126.
3.5652159610,54.,3.5670820632,-114.
3.5671919742,39.,3.5690797725,-73.
3.5691710868,23.,3.5710359969,-38.
3.5711699882,20.,3.5730790057,-21.
3.573212997,21.,3.5750481048,-5.
3.5751820960,20.,3.5770479598,7.
3.5771819511,12.,3.5790492454,26.
3.5791388908,13.,3.5810481468,57.
3.5812279144,8.,3.5830749431,43.
3.5831750789,30.,3.5850800433,42.
3.5851861396,38.,3.5870601096,49.
3.5871881404,29.,3.5890838065,49.
3.5892118373,32.,3.5910788932,49.
3.5912131229,51.,3.5930351177,31.
3.5932110706,61.,3.5950371185,-8.
3.5951680103,75.,3.5970789352,-21.
3.5972370067,63.,3.5990480342,-36.
3.5991820255,58.,3.6010490814,-34.
3.6011821189,56.,3.6030889907,-23.
3.6031829276,54.,3.6051899352,-11.
3.6052850643,47.,3.6070591369,14.
3.6072200694,23.,3.6090368190,37.
3.6091708103,21.,3.6110371509,56.
3.6111701885,21.,3.6130553642,62.
3.6132322707,39.,3.6150661865,39.
3.6151951709,59.,3.6170362392,33.
3.6171683231,59.,3.6190337100,28.
3.6191748538,50.,3.6210490623,24.
3.6211899677,54.,3.6230811038,26.
3.6232150951,63.,3.6250349441,19.
3.6251689353,63.,3.6270800987,-11.
3.6272140899,67.,3.6290785232,-49.
3.6292127529,63.,3.6310781398,-83.
3.6312130847,58.,3.6330629745,-105.
3.6332110324,54.,3.6350859561,-92.
3.6352600017,48.,3.6370810428,-74.
3.6371921459,41.,3.6390794673,-60.
3.6392127433,40.,3.6410371223,-43.
3.6411699214,33.,3.643078939,-11.
3.643256084,14.,3.6450799861,27.
3.6452130237,2.,3.6470781722,40.
3.6472133556,12.,3.6490372577,43.
3.6491702953,29.,3.6511153140,38.
3.6512421527,32.,3.6531223216,34.
3.6532591739,33.,3.6551731983,56.
3.6552232662,26.,3.6570671954,65.
3.6572102466,38.,3.659075872,45.
3.6592201152,56.,3.6610781112,24.
3.6612149635,63.,3.6630429187,0.
3.6632169643,63.,3.6650439658,-25.
3.6651712814,63.,3.66708316,-33.
3.6672133365,68.,3.6690508285,-47.
3.6691910186,72.,3.6710499683,-50.
3.6711839595,59.,3.6730491081,-26.
3.6731399455,37.,3.6750489631,1.
3.6752299228,20.,3.6770490566,41.
3.6771830478,14.,3.679050819,58.
3.6791829028,24.,3.6810499587,47.
3.6811391273,41.,3.6830850997,36.
3.6832739272,47.,3.6850530067,26.
3.6851841369,46.,3.6870550075,24.
3.6871811309,48.,3.6890376964,34.
3.6891700187,54.,3.6910840431,19.
3.6912149349,61.,3.693049089,-3.
3.6931821266,62.,3.6950510898,-1.
3.6951841274,49.,3.6970509448,-13.
3.6971830287,46.,3.6990491309,-51.
3.6991831222,60.,3.7010809341,-91.
3.7012249389,73.,3.7031899848,-92.
3.7031940379,60.,3.70523204,-88.
3.7052570739,48.,3.7072750488,-77.
3.7072791019,35.,3.7090839305,-44.
3.7091819206,18.,3.7110499301,-8.
3.7111851135,7.,3.7130769649,24.
3.7132400432,10.,3.7150830188,37.
3.7152160564,8.,3.7170580783,33.
3.717182056,15.,3.7190390983,44.
3.7191740432,13.,3.7210499206,51.
3.7212349334,14.,3.7230500141,61.
3.7231830516,26.,3.7250489154,58.
3.7251831451,35.,3.7270499626,51.
3.7271400848,42.,3.7290936866,23.
3.7292300620,45.,3.7310489574,7.
3.7311829486,52.,3.7330492893,2.
3.7333563724,51.,3.7350541511,-23.
3.7351411739,61.,3.7370962062,-59.
3.7372182765,66.,3.7390836635,-65.
3.7392128864,46.,3.7410410800,-34.
3.7411700645,24.,3.7430349746,-6.
3.7431739726,8.,3.7450510421,27.
3.7452300945,10.,3.7470499435,39.
3.7471839347,18.,3.7490495601,31.
3.7491907039,26.,3.751036779,27.
3.7511702934,27.,3.7531143585,37.
3.7532142558,25.,3.7550813117,40.
3.7552131572,36.,3.7570642391,33.
3.7571972766,51.,3.759077684,9.
3.7591990390,56.,3.7610811153,-6.
3.7612151065,50.,3.763081924,-7.
3.7632159152,40.,3.7650381484,-33.
3.7651790538,41.,3.7670871177,-65.
3.767196075,56.,3.7690798202,-89.
3.7692150035,64.,3.7710811057,-95.
3.771215097,58.,3.7730499664,-94.
3.7731830039,47.,3.7750500598,-68.
3.7752291122,29.,3.7770499149,-29.
3.7771841445,6.,3.7790516773,-1.
3.7791928211,6.,3.7810498634,31.
3.7811829009,5.,3.7830790439,46.
3.7832590499,3.,3.7850560108,33.
3.7851859489,11.,3.7870630184,43.
3.7871891418,8.,3.7890378394,53.
3.7891699233,8.,3.7910491386,68.
3.7912300983,20.,3.7930511394,63.
3.7931920448,28.,3.7950500408,54.
3.7951830783,38.,3.7970510879,41.
3.7971409717,41.,3.7990499893,30.
3.7992299953,48.,3.8010770240,0.
3.8012119689,68.,3.8030771175,-24.
3.8032311359,66.,3.8051940360,-59.
3.8051983276,64.,3.807087318,-69.
3.8072623172,47.,3.8090957561,-42.
3.8091863551,23.,3.8110553184,-3.
3.8111843028,7.,3.8130451598,27.
3.8131712833,10.,3.8150943675,35.
3.8152212062,22.,3.8170823016,27.
3.8172151008,28.,3.8190390029,28.
3.8192161479,33.,3.8210381427,34.
3.821172134,34.,3.8230930724,33.
3.8232299247,47.,3.8250519195,17.
3.8251921096,59.,3.8270379463,11.
3.8271709838,57.,3.8290378013,-6.
3.8291710773,52.,3.8310500541,-12.
3.8312302986,46.,3.833050386,-31.
3.8331912914,51.,3.8350452342,-54.
3.8351763645,60.,3.8370372215,-83.
3.8371743121,69.,3.8390811839,-100.
3.8392151752,69.,3.8410808006,-104.
3.8412147918,55.,3.8430372634,-76.
3.8431712547,43.,3.8450943389,-33.
3.8452302375,23.,3.8470503249,6.
3.8472312846,18.,3.8490930953,19.
3.8492320934,23.,3.8510500350,31.
3.8511830726,16.,3.8531750598,34.
3.8533100047,13.,3.8551799217,49.
3.8552631297,9.,3.857339994,68.
3.8573440471,9.,3.8590625682,72.
3.8591972747,23.,3.8610822120,60.
3.8612171569,33.,3.8630901733,55.
3.8632203498,36.,3.8650843063,49.
3.8652173438,42.,3.8670443454,46.
3.8671702304,53.,3.8690790096,10.
3.8692220607,72.,3.8710822025,-26.
3.8712152400,73.,3.8730513015,-50.
3.8731843391,65.,3.8750511566,-58.
3.8751841941,47.,3.8770531574,-29.
3.8772353092,28.,3.8790537277,4.
3.8792311111,25.,3.8810810008,17.
3.8812152305,21.,3.883038179,23.
3.8831712165,28.,3.8850902477,36.
3.8852192321,20.,3.8870972553,43.
3.8872043052,26.,3.8890558639,33.
3.8891827026,44.,3.8910387912,19.
3.8911720672,62.,3.8930939594,6.
3.8932300964,65.,3.8950950065,-7.
3.8951851287,53.,3.8970359721,-17.
3.8971759239,48.,3.8990496555,-15.
3.8991838851,43.,3.9010929027,-7.
3.9012295165,44.,3.9031225601,-54.
3.9032112518,68.,3.9051655689,-104.
3.9052144447,83.,3.9070547977,-120.
3.9072188297,73.,3.9090999523,-105.
3.9092301288,50.,3.9110590377,-73.
3.911193029,41.,3.9130617538,-34.
3.9131938377,31.,3.9151035705,-11.
3.9151948848,31.,3.9171017566,14.
3.917239801,24.,3.9191209236,28.
3.9192260661,10.,3.9210440078,34.
3.9211751380,14.,3.9230998912,54.
3.9232651153,10.,3.9250990310,60.
3.9251851001,19.,3.927082912,54.
3.9272159496,30.,3.9290408054,60.
3.9291740814,24.,3.9310790458,64.
3.9312640586,30.,3.9330820003,67.
3.9332159915,40.,3.9350820937,43.
3.935216085,59.,3.9370390334,7.
3.9371720710,72.,3.9390870490,-13.
3.9392570415,66.,3.9410816589,-32.
3.9412149349,55.,3.9430841365,-40.
3.9432169357,49.,3.9450529971,-30.
3.9451879421,45.,3.9470590511,2.
3.9472309509,33.,3.9490946689,8.
3.9492329517,24.,3.9510511318,20.
3.9512311378,24.,3.9530512252,45.
3.9531852165,19.,3.9550951877,50.
3.9552353778,32.,3.9570533195,49.
3.9571932712,50.,3.9590813079,30.
3.9591730991,59.,3.9610406318,0.
3.9611741462,64.,3.9630831638,-9.
3.9632183471,54.,3.9650842109,0.
3.9652213016,43.,3.9670912185,6.
3.9672182956,42.,3.9690390983,-21.
3.9691740432,56.,3.9710830608,-64.
3.9712163368,68.,3.9730521598,-112.
3.9731851974,68.,3.9750512996,-125.
3.9751852908,59.,3.9770523467,-100.
3.9771853843,35.,3.9790948787,-74.
3.9792326846,35.,3.9810949722,-46.
3.9811853328,37.,3.9830361762,-25.
3.9831701675,32.,3.9850791850,-8.
3.9852632442,27.,3.9870892921,20.
3.9872201839,2.,3.9890879550,36.
3.9892150321,0.,3.9910384574,55.
3.9911729255,7.,3.9930819431,54.
3.9932590881,21.,3.9950820365,50.
3.9952160278,25.,3.99708213,61.
3.9972189823,15.,3.9990388313,58.
3.9991718688,20.,4.0010808864,67.
4.0012585082,33.,4.0030826488,35.
4.0032154479,56.,4.0051697650,7.
4.0052586952,68.,4.0070969024,-13.
4.0072359004,56.,4.0091349044,-26.
4.0092688957,51.,4.0110906520,-18.
4.0112234512,45.,4.0130876460,-19.
4.0132295051,45.,4.0150488773,-5.
4.0151797691,40.,4.0170849719,2.
4.0172270694,26.,4.0190926948,29.
4.0192259708,14.,4.021092073,62.
4.0212229648,10.,4.0230471053,63.
4.0231729904,32.,4.0250810542,47.
4.0252210059,55.,4.0270849624,21.
4.0272201457,59.,4.0290850559,14.
4.0291770854,55.,4.0310400882,9.
4.0311731258,48.,4.0330823818,14.
4.033216373,48.,4.0350822368,13.
4.0352171817,56.,4.0370873370,-20.
4.0372172752,60.,4.0390378394,-68.
4.0391718307,68.,4.0410820403,-114.
4.0412160316,59.,4.0430880943,-130.
4.0432180324,54.,4.0450500408,-100.
4.0451773563,31.,4.0470532337,-75.
4.0471502700,32.,4.0490831294,-49.
4.0492171207,36.,4.0510820308,-24.
4.0512169757,27.,4.0530380168,-7.
4.0531720081,23.,4.0550819793,12.
4.0552219310,9.,4.0570830264,27.
4.0572170177,11.,4.0590816894,50.
4.0592180648,18.,4.0610410133,49.
4.0611750045,25.,4.0630890289,45.
4.0632640281,31.,4.0650950828,50.
4.0652231136,25.,4.0670839706,57.
4.0672170081,29.,4.0690411487,56.
4.0691739478,43.,4.0710829654,34.
4.0712622562,60.,4.073084251,7.
4.0732163349,65.,4.0750962653,-15.
4.0752321639,63.,4.0770381847,-36.
4.0771721759,64.,4.0790945449,-20.
4.0792321124,56.,4.0810953536,-32.
4.0812322059,57.,4.0830832877,-6.
4.083217279,43.,4.0850552478,9.
4.0851863780,25.,4.0870913425,36.
4.0872181812,18.,4.0890828529,65.
4.0892170825,21.,4.0910829463,60.
4.0912169376,41.,4.0930529991,47.
4.0931500354,59.,4.0950960079,24.
4.0952330985,61.,4.0970961013,16.
4.0972329536,60.,4.0990520873,23.
4.0991860786,53.,4.1010531345,31.
4.1011859336,59.,4.1031159320,11.
4.1032310882,68.,4.105186359,-22.
4.1052352348,66.,4.1071862140,-57.
4.1072281757,65.,4.1090401569,-90.
4.1091753402,60.,4.1110838809,-105.
4.1112181106,57.,4.1130880275,-88.
4.1132210651,49.,4.115047113,-83.
4.1151839652,50.,4.1170400539,-61.
4.1171771446,45.,4.1190847316,-37.
4.1192199149,24.,4.1210850635,-16.
4.1212200084,22.,4.1230529704,18.
4.1231860080,15.,4.1250959792,34.
4.1252321163,23.,4.1270951190,33.
4.127232925,35.,4.1290968814,27.
4.1291867652,37.,4.1310519138,40.
4.1311861434,33.,4.1330961147,61.
4.1333130756,24.,4.1351009765,56.
4.1352359214,47.,4.1371060767,36.
4.1372200408,61.,4.1390437045,19.
4.1391719737,62.,4.1410840907,12.
4.1412660041,60.,4.1430970588,-3.
4.1432329574,62.,4.1450961986,-21.
4.1452332893,70.,4.1470543304,-42.
4.1471873679,77.,4.1490954318,-45.
4.1492315688,64.,4.1510955253,-23.
4.1511866012,39.,4.1531378188,10.
4.1532277026,25.,4.1550918975,47.
4.1552268424,22.,4.1571258464,47.
4.1572877326,37.,4.1591397682,37.
4.1592298904,44.,4.1610928932,52.
4.1612268844,41.,4.1630488792,45.
4.1631828704,46.,4.1650895038,39.
4.1652487674,60.,4.1670910278,24.
4.1672691264,72.,4.1690918365,13.
4.1692229667,69.,4.1710530677,9.
4.1711861053,58.,4.173088924,1.
4.1732181468,48.,4.1750871101,-17.
4.1752180019,55.,4.1770860114,-53.
4.1771789947,64.,4.1790427127,-90.
4.1791778961,71.,4.1810828605,-117.
4.1812180438,71.,4.1830810466,-110.
4.1832231441,47.,4.1850401321,-78.
4.1852170387,31.,4.1870409408,-42.
4.1871749320,14.,4.1890837112,-8.
4.1892177024,11.,4.1911200443,14.
4.1912559429,17.,4.1930440822,34.
4.1931780734,14.,4.1950930515,25.
4.1952179828,20.,4.1970831313,31.
4.1972180763,18.,4.1990848937,53.
4.1992179313,16.,4.2010399261,70.
4.2011729637,21.,4.2030829349,53.
4.2032610336,35.,4.2050830283,29.
4.2052179733,44.,4.2070819297,31.
4.2072180667,41.,4.2090708175,25.
4.2092019477,45.,4.2110849777,7.
4.2112621227,60.,4.2130919853,-38.
4.2132219234,74.,4.2150980392,-63.
4.2152229705,72.,4.2170571246,-62.
4.2171889701,46.,4.2190860668,-27.
4.2192629733,25.,4.2210840144,14.
4.2212199130,16.,4.2230841079,29.
4.2232180991,17.,4.2250420013,36.
4.2251740852,24.,4.2270831027,38.
4.227260963,21.,4.2290848651,39.
4.2292188564,27.,4.2310828128,43.
4.2312179962,34.,4.2330719390,44.
4.2332121291,46.,4.2351049342,25.
4.2352429786,57.,4.2370919147,7.
4.2372189918,51.,4.2390839019,21.
4.2392178932,39.,4.2410410800,0.
4.2411741176,44.,4.2430969634,-15.
4.2432340541,52.,4.245098249,-48.
4.245234386,63.,4.2470551887,-83.
4.2471953788,62.,4.2490395465,-112.
4.2491744914,61.,4.2511128345,-106.
4.2512468257,40.,4.2531758704,-69.
4.2532266536,20.,4.2551247039,-32.
4.2552176872,10.,4.2571131149,-2.
4.2572540202,9.,4.2591079631,11.
4.2592328945,12.,4.2611068645,16.
4.2612427631,8.,4.2630628505,29.
4.2631977954,4.,4.265052692,55.
4.2651866832,-1.,4.2670947471,64.
4.2672597328,13.,4.2690967479,56.
4.2692290702,27.,4.2710579791,53.
4.2711819568,30.,4.2730900207,50.
4.2732240119,28.,4.2750901141,38.
