0_x,0_y,0_x,0_y
0.6150728622,49.,0.6169678130,0.
0.6171440044,45.,0.6189855495,5.
0.619110004,52.,0.6209720531,-17.
0.6210829177,57.,0.6229289928,-69.
0.6230710903,75.,0.6249579349,-108.
0.6251350799,71.,0.6269689956,-110.
0.6271020332,60.,0.6289280811,-93.
0.6290680328,44.,0.6309300819,-73.
0.6310640731,47.,0.6329690376,-45.
0.6331030288,48.,0.6349669853,-26.
0.6351009765,38.,0.6369749465,1.
0.6370939174,23.,0.6389368930,24.
0.6390658775,11.,0.6409629741,43.
0.6411339202,8.,0.6429680744,56.
0.6431020656,18.,0.6449269214,57.
0.6450671115,23.,0.6469582477,47.
0.6471342006,28.,0.6489685932,60.
0.6491006770,23.,0.6509648719,80.
0.651078836,25.,0.6529737869,69.
0.6531046787,47.,0.6550587573,39.
0.6551968017,64.,0.6570156970,6.
0.6571496883,69.,0.6589838424,-18.
0.6591147342,64.,0.6609324375,-23.
0.6610738197,57.,0.6629630485,-25.
0.6631421008,60.,0.6649681487,-35.
0.6650999942,57.,0.6669699111,-15.
0.6670850673,41.,0.6689421096,0.
0.6690770545,22.,0.6709641376,25.
0.6711391368,14.,0.6729599395,52.
0.6730939308,20.,0.6749700466,62.
0.6751049915,33.,0.6769241252,41.
0.6770581165,56.,0.6789657035,9.
0.6791500011,60.,0.6809982219,5.
0.6811353126,53.,0.6829692283,8.
0.6831013122,48.,0.6849223533,20.
0.6850551524,49.,0.6869641700,8.
0.6871491828,57.,0.6889878669,-32.
0.6891249576,63.,0.6909719863,-78.
0.6911040702,66.,0.6929329791,-101.
0.6930679241,53.,0.6949559608,-102.
0.6951340595,46.,0.6969689288,-94.
0.6971019664,49.,0.6989711681,-77.
0.699062244,48.,0.7009302535,-57.
0.7010642448,44.,0.7029692092,-46.
0.7031401553,34.,0.7052692333,-16.
0.7052742400,18.,0.7069870391,18.
0.7071231761,4.,0.7090209880,48.
0.7090751090,1.,0.7109700599,52.
0.7111052432,16.,0.7129622856,40.
0.7131382385,24.,0.7149382987,42.
0.7150672832,21.,0.7169622341,57.
0.7171362796,15.,0.7189701953,71.
0.7191027561,26.,0.7209566989,59.
0.7210909286,43.,0.7229260364,40.
0.7230681339,52.,0.7249571243,16.
0.7251340309,55.,0.7271589198,-11.
0.7272941032,59.,0.7289658943,-10.
0.7290800968,60.,0.7309600272,-23.
0.7311080852,61.,0.7329610744,-38.
0.7331370273,56.,0.7349749961,-18.
0.7351020732,34.,0.7369681754,6.
0.7370811858,16.,0.7389277377,32.
0.7390667358,13.,0.7409609714,60.
0.7411362090,24.,0.7429572501,57.
0.7430912414,34.,0.7449692645,47.
0.7451032558,49.,0.7469731727,23.
0.7470673480,52.,0.7489825645,11.
0.7491606632,56.,0.7510556140,30.
0.7511564651,53.,0.7530268588,24.
0.7531577506,54.,0.7550298133,0.
0.7551309028,61.,0.7570446887,-30.
0.7571948924,57.,0.7589858928,-57.
0.7591148773,50.,0.7609797874,-101.
0.7611137786,54.,0.7629374423,-101.
0.7630797782,48.,0.7649668613,-98.
0.7651437679,49.,0.7669729152,-95.
0.7671021381,49.,0.7689768234,-72.
0.7690659919,46.,0.7709409156,-41.
0.7710679927,23.,0.7729739108,-12.
0.7731510558,13.,0.7749740043,21.
0.7751051345,5.,0.776969091,43.
0.7770830551,11.,0.7789288917,43.
0.7790693202,23.,0.7810112396,26.
0.7811433235,31.,0.7829693714,38.
0.7831021705,25.,0.7849632659,58.
0.7850803294,20.,0.7869693199,67.
0.7871033111,32.,0.7889686981,49.
0.7891029277,49.,0.7909740367,34.
0.7911049285,52.,0.7929369369,8.
0.7930749812,60.,0.7949620643,-2.
0.7951361099,62.,0.7969700256,-17.
0.7971030631,73.,0.7989701190,-32.
0.7991029182,72.,0.8009280124,-45.
0.8010679641,62.,0.8029560008,-24.
0.8031350532,41.,0.8050059238,14.
0.8051353851,19.,0.8070942321,47.
0.8070982852,18.,0.8089341083,60.
0.8090690532,28.,0.8109580436,39.
0.8111361423,46.,0.8129590907,46.
0.8131381431,45.,0.8149699130,40.
0.8150941291,48.,0.8169340053,38.
0.8170670429,60.,0.8189701,21.
0.8191460529,75.,0.8209570804,5.
0.8210920253,71.,0.8229569354,3.
0.8230921188,63.,0.8249341407,-17.
0.8250669399,54.,0.8269692817,-34.
0.8271473804,52.,0.8289688983,-57.
0.8291028896,62.,0.8309737602,-92.
0.8311060825,70.,0.8329359451,-102.
0.8330732742,66.,0.8349591651,-105.
0.8351363101,52.,0.8369723716,-86.
0.8371051708,41.,0.8389698425,-48.
0.8391040721,25.,0.8409329810,-8.
0.8410691181,17.,0.8429569164,22.
0.8431362071,21.,0.8449703613,19.
0.8451053062,32.,0.8470112243,25.
0.8471023002,33.,0.8490127483,30.
0.8491066852,30.,0.851023809,52.
0.8511587539,29.,0.8530317703,62.
0.8531338134,37.,0.8551918426,51.
0.8552028098,45.,0.856985704,34.
0.8571311393,51.,0.8590253749,26.
0.8591097751,55.,0.8609746852,30.
0.8610898414,60.,0.8629347244,9.
0.8630768218,72.,0.8649667659,-25.
0.8651436725,82.,0.8669830718,-45.
0.8671139636,73.,0.8689850726,-52.
0.8691131034,64.,0.8709327140,-20.
0.8710609832,42.,0.8729700008,18.
0.8731519142,34.,0.8749729553,26.
0.8751059928,32.,0.8769720950,32.
0.8771051326,35.,0.8789287963,49.
0.8790689864,28.,0.8809701362,57.
0.8811470428,34.,0.8829690376,53.
0.8831049362,55.,0.8849569717,34.
0.8850931087,65.,0.8869263091,20.
0.8870681682,69.,0.8889957824,19.
0.8891400256,54.,0.8909801402,22.
0.8911091247,50.,0.8929680744,14.
0.8930810848,56.,0.8949259677,-14.
0.8950680652,70.,0.8969580093,-60.
0.897136108,76.,0.8989719310,-96.
0.8991049686,64.,0.9009701171,-106.
0.9011029163,53.,0.9029599586,-99.
0.9031011024,37.,0.905149118,-75.
0.9051529327,30.,0.9071189323,-49.
0.9071229854,32.,0.908980743,-13.
0.9090949455,18.,0.9109300533,2.
0.911070005,18.,0.9129649558,14.
0.9131411472,10.,0.9149779239,28.
0.9151081004,8.,0.9169730106,48.
0.9171029487,11.,0.9189270892,47.
0.9190689483,23.,0.9209591308,48.
0.9211360374,29.,0.9229701915,46.
0.9231041828,25.,0.9249333301,44.
0.9251092830,30.,0.9269713321,43.
0.9271053233,42.,0.9289707103,36.
0.9291037479,54.,0.9309567371,4.
0.9310931125,63.,0.9329649368,-35.
0.9331101337,65.,0.9349750438,-50.
0.9351490894,56.,0.9369779983,-50.
0.9371029296,51.,0.9389738002,-27.
0.9390820422,40.,0.9409359851,-6.
0.9410649696,30.,0.9429730335,9.
0.9431480327,19.,0.9449721732,27.
0.9451052108,13.,0.9469572463,42.
0.9470933833,15.,0.9489325443,60.
0.9491006294,25.,0.9510516086,54.
0.9511374393,42.,0.9530044952,24.
0.9531375327,54.,0.9551254669,11.
0.9551495471,52.,0.9569486537,10.
0.9571198383,42.,0.9590267101,27.
0.9591647544,38.,0.9609798351,21.
0.9611116805,52.,0.9629746833,-8.
0.9630907932,60.,0.9649406829,-51.
0.9650730052,63.,0.9669910827,-87.
0.9671429553,53.,0.9689637580,-101.
0.9690987029,47.,0.9709760108,-89.
0.9711021343,34.,0.9729329505,-70.
0.9730700412,32.,0.9749621311,-45.
0.975140945,29.,0.9769750991,-27.
0.9771059909,19.,0.978969709,0.
0.9790829578,6.,0.9809259334,29.
0.9810849586,-6.,0.9829579749,42.
0.9831360736,-2.,0.9849709430,43.
0.9851039806,18.,0.9869700828,45.
0.9871050277,22.,0.9889286914,49.
0.9890676895,17.,0.9909950652,55.
0.9911600509,18.,0.9929751315,63.
0.9931050697,23.,0.9949759403,56.
0.9950860896,42.,0.9969719806,29.
0.9971059718,55.,0.9989715972,-2.
0.9991039195,60.,1.0009590545,-21.
1.0010939994,53.,1.0029341140,-50.
1.0030669132,53.,1.0049730697,-42.
1.0051719108,48.,1.0070020118,-42.
1.0071419635,46.,1.0089730182,-22.
1.0091070094,34.,1.0109297195,-5.
1.011071817,20.,1.0129658141,21.
1.0131398597,10.,1.0149771133,42.
1.0150960841,9.,1.0169719615,56.
1.0171059528,26.,1.0189291396,49.
1.0190709987,41.,1.0209599891,18.
1.0211373725,52.,1.0229593673,14.
1.0231372276,48.,1.0249592223,13.
1.0250941673,43.,1.0269712367,17.
1.027061359,46.,1.0289689460,13.
1.0291460910,55.,1.0309690395,-15.
1.0311039844,59.,1.0330089488,-58.
1.0331069389,66.,1.0349339404,-92.
1.0350729385,55.,1.0369619289,-92.
1.0371369281,45.,1.0389717975,-74.
1.0391050735,40.,1.0409721294,-71.
1.0411049285,44.,1.0429340759,-44.
1.0430680671,38.,1.0449713626,-30.
1.0451482692,23.,1.0469712177,-1.
1.0471092620,8.,1.0490135112,29.
1.0491346279,0.,1.0510286250,55.
1.0511537948,0.,1.0530628124,53.
1.0531927505,13.,1.0550717273,44.
1.0551227489,21.,1.0570186534,46.
1.0571347633,20.,1.0589476981,61.
1.0590847888,18.,1.0609668651,79.
1.0611456790,25.,1.0629798332,55.
1.0631119171,49.,1.0649749198,35.
1.0650910297,59.,1.0669630924,9.
1.0671879211,58.,1.0689817825,-17.
1.0691138664,59.,1.0709799686,-27.
1.0710889259,60.,1.0729779163,-43.
1.0731090465,59.,1.0749720493,-48.
1.0751570621,51.,1.0769740501,-32.
1.0771080413,36.,1.0789727130,1.
1.0791067043,11.,1.0809339443,21.
1.0810679355,10.,1.0829709926,44.
1.0831481376,18.,1.0849710861,42.
1.0850831428,36.,1.0869709411,34.
1.0871049323,47.,1.0889300266,14.
1.0890721240,50.,1.0909661212,0.
1.0911411205,51.,1.0929681220,11.
1.0931400218,47.,1.0949601093,23.
1.0950941005,45.,1.0969349304,7.
1.0970679679,53.,1.0989595809,-25.
1.0991381564,58.,1.1009751716,-51.
1.1011063018,53.,1.1029592910,-89.
1.1030942359,57.,1.1049293437,-94.
1.1050721565,54.,1.1069682994,-77.
1.107142345,50.,1.1089738765,-71.
1.1090980926,51.,1.1109620490,-59.
1.1110941329,50.,1.112929956,-38.
1.1130710998,28.,1.1149600902,-1.
1.1151369968,11.,1.1169742503,39.
1.1171063342,-1.,1.1189602771,49.
1.1190952220,6.,1.1209288993,47.
1.1210709968,18.,1.1230081477,45.
1.1231669345,16.,1.1249801078,59.
1.1251069465,14.,1.1269630351,71.
1.1270960727,13.,1.1289357105,71.
1.1290687480,34.,1.1309598842,64.
1.1311379829,44.,1.1329740444,31.
1.1331070819,51.,1.1349350372,13.
1.1350690284,57.,1.1369339385,2.
1.1370679298,52.,1.1389748016,-22.
1.1391099849,65.,1.1409620204,-46.
1.1410960117,68.,1.1429299274,-49.
1.1430720249,50.,1.1449619689,-31.
1.1451622405,25.,1.1469813743,-3.
1.1471103587,11.,1.1489747920,35.
1.1490827957,6.,1.1509720245,49.
1.1510631004,17.,1.1529699722,36.
1.1531530776,34.,1.1549610057,29.
1.1551379123,40.,1.1569601455,23.
1.1571380058,36.,1.1589359203,11.
1.1590689578,43.,1.1609596172,19.
1.1611379543,47.,1.1629709163,1.
1.163105146,54.,1.1649750629,-5.
1.1650859275,54.,1.1669420162,-23.
1.1670769611,48.,1.1689788261,-52.
1.1691450038,46.,1.1709789195,-83.
1.1711069503,51.,1.1729723373,-101.
1.1731063285,54.,1.1749283233,-87.
1.1750601688,54.,1.1769713321,-82.
1.1771491924,51.,1.1789697566,-70.
1.1790837207,44.,1.1810060897,-45.
1.1810859599,29.,1.1829279819,1.
1.1830710330,7.,1.1849609771,31.
1.1851381221,4.,1.1870139995,45.
1.1871429839,10.,1.1889788070,44.
1.1891089835,16.,1.1909381309,42.
1.1910711685,11.,1.1929623046,58.
1.1931392112,8.,1.1949733653,76.
1.1951073566,9.,1.1969732204,71.
1.1971081653,28.,1.1989737907,68.
1.1990639129,40.,1.2009729305,33.
1.2011059680,48.,1.2030140319,25.
1.2031489768,51.,1.2051440635,10.
1.2051481166,51.,1.2070769229,-25.
1.2070809760,70.,1.2089997688,-39.
1.2091070571,67.,1.210961,-42.
1.2110971370,45.,1.2129663387,-26.
1.2130972305,29.,1.2149762073,1.
1.2151843467,14.,1.2169753471,34.
1.2171083846,11.,1.2189608970,47.
1.2191399494,25.,1.2209350028,50.
1.2210680404,34.,1.2229730048,33.
1.2231491962,44.,1.2249602237,23.
1.2251392761,47.,1.2269612708,13.
1.2271393695,50.,1.2289267936,21.
1.2290700832,53.,1.2310041347,11.
1.2311431327,57.,1.232971088,-6.
1.2331003108,60.,1.2350181499,-33.
1.2351082721,54.,1.2369312206,-66.
1.2370723644,54.,1.2389611163,-83.
1.2391380229,54.,1.2409740844,-85.
1.2411080757,53.,1.2429710784,-100.
1.2430840888,59.,1.2449299255,-99.
1.2450710693,60.,1.246987001,-74.
1.2471660533,45.,1.2491170326,-45.
1.2491210857,29.,1.2510630050,-9.
1.2511660018,19.,1.253126041,24.
1.2531300941,14.,1.2553569236,29.
1.2553650298,24.,1.2570060649,26.
1.2571910777,33.,1.2591177383,32.
1.2591229835,26.,1.2609309116,53.
1.2610739627,16.,1.2629679599,83.
1.2631451049,16.,1.2649771133,70.
1.2651080051,34.,1.2669879356,48.
1.2670849719,50.,1.2689327159,32.
1.2690731445,50.,1.2709609428,29.
1.2711380878,51.,1.2729722419,20.
1.2731062332,60.,1.2749701896,-13.
1.2750841537,74.,1.2769311824,-38.
1.2770742336,73.,1.2789608398,-54.
1.2791387000,58.,1.2810267368,-33.
1.2811559596,41.,1.2829791465,25.
1.2831090846,15.,1.2849830547,44.
1.2851110854,25.,1.2869619289,39.
1.2871400276,37.,1.2889739433,38.
1.2891079345,36.,1.2909730831,45.
1.2910639205,39.,1.2929750839,43.
1.2931510368,44.,1.2949730316,30.
1.2951089301,64.,1.2970160404,14.
1.2971080699,72.,1.2990058818,7.
1.2991131702,65.,1.301115171,-3.
1.301194326,54.,1.303027288,-13.
1.3032192149,50.,1.3052812972,-40.
1.3052841583,55.,1.3070072093,-67.
1.3070949474,66.,1.3092018524,-101.
1.3092600265,74.,1.3109771171,-113.
1.3111080089,68.,1.3130160728,-106.
1.3131081024,52.,1.3149730125,-80.
1.3150631347,38.,1.3169790664,-55.
1.3171550193,33.,1.3189739147,-13.
1.3191059985,25.,1.3209721008,15.
1.3210860648,23.,1.3229731479,24.
1.3231071391,24.,1.3249610820,22.
1.3251389423,28.,1.3269609371,35.
1.3270963588,21.,1.3289636531,57.
1.3290990749,20.,1.3309360900,63.
1.3310691276,33.,1.3329731384,47.
1.3331490913,42.,1.3350011268,43.
1.3351699272,39.,1.3369680801,36.
1.3370999255,46.,1.338940517,39.
1.3390709319,53.,1.3409649291,20.
1.3411413589,67.,1.3429633537,-17.
1.3430973449,73.,1.3449632087,-42.
1.3450971999,70.,1.3469373145,-42.
1.3470713058,53.,1.3489741245,-21.
1.3491510310,42.,1.3510071197,10.
1.3511740127,33.,1.3531121173,24.
1.3531159320,28.,1.355315105,35.
1.3553201118,27.,1.3569599548,47.
1.3572939792,27.,1.3589760223,71.
1.3591100135,31.,1.3609749236,64.
1.361110107,53.,1.3629800239,39.
